No,Date,Time,Inlet TSS (mg/L),Inlet pH,Outlet TSS (mg/L),Outlet pH,Inlet Disch (m3/s),Dosis CL-80 (ppm),Timestamp,Kolom T1,Kolom T2,Kolom T3,Efisiensi_TSS,Delta_pH,Beban_TSS
3223,2025-12-24,04:00:00,546.0,7.92,197.0,7.64,1.631,1.7031132910961235,2025-12-24 04:00:00,1.7031132910961235,1.6663333999866692,1.6663333999866692,63.91941391941391,-0.28000000000000025,890.526
3224,2025-12-24,05:00:00,533.0,7.89,191.0,7.48,1.595,1.741553465691397,2025-12-24 05:00:00,1.7031132910961235,1.7031132910961235,1.6663333999866692,64.16510318949344,-0.40999999999999925,850.135
3225,2025-12-24,06:00:00,529.0,7.96,205.0,7.57,1.595,1.741553465691397,2025-12-24 06:00:00,1.741553465691397,1.7031132910961235,1.7031132910961235,61.247637051039696,-0.3899999999999997,843.755
3202,2025-12-24,07:00:00,446.0,7.82,174.0,7.72,1.777,0.6252735571812668,2025-12-24 07:00:00,1.741553465691397,1.741553465691397,1.7031132910961235,60.98654708520179,-0.10000000000000053,792.5419999999999
3203,2025-12-24,08:00:00,438.0,7.88,158.0,7.42,1.777,0.6252735571812668,2025-12-24 08:00:00,0.6252735571812668,1.741553465691397,1.741553465691397,63.926940639269404,-0.45999999999999996,778.3259999999999
3204,2025-12-24,09:00:00,431.0,7.94,151.0,7.55,1.777,0.6252735571812668,2025-12-24 09:00:00,0.6252735571812668,0.6252735571812668,1.741553465691397,64.96519721577727,-0.39000000000000057,765.887
3205,2025-12-24,10:00:00,416.0,7.75,143.0,7.83,1.777,0.6252735571812668,2025-12-24 10:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,65.625,0.08000000000000007,739.232
3206,2025-12-24,11:00:00,369.0,7.82,150.0,7.87,1.777,0.6252735571812668,2025-12-24 11:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,59.34959349593496,0.04999999999999982,655.713
3207,2025-12-24,12:00:00,320.0,7.87,144.0,7.98,1.777,0.6252735571812668,2025-12-24 12:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,55.00000000000001,0.11000000000000032,568.64
3208,2025-12-24,13:00:00,332.0,7.81,147.0,7.82,1.777,0.6252735571812668,2025-12-24 13:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,55.72289156626506,0.010000000000000675,589.9639999999999
3209,2025-12-24,14:00:00,337.0,7.89,159.0,7.86,1.777,0.6252735571812668,2025-12-24 14:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,52.818991097922854,-0.02999999999999936,598.8489999999999
3210,2025-12-24,15:00:00,324.0,7.95,166.0,7.9,1.777,0.6252735571812668,2025-12-24 15:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,48.76543209876543,-0.04999999999999982,575.7479999999999
3211,2025-12-24,16:00:00,315.0,8.06,160.0,7.95,1.777,0.6252735571812668,2025-12-24 16:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,49.2063492063492,-0.11000000000000032,559.755
3212,2025-12-24,17:00:00,325.0,8.09,167.0,8.03,1.777,0.6252735571812668,2025-12-24 17:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,48.61538461538461,-0.0600000000000005,577.525
3213,2025-12-24,18:00:00,320.0,8.11,155.0,8.08,1.777,0.6252735571812668,2025-12-24 18:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,51.5625,-0.02999999999999936,568.64
3214,2025-12-24,19:00:00,347.0,7.91,184.0,8.0,1.74,0.6385696040868454,2025-12-24 19:00:00,0.6252735571812668,0.6252735571812668,0.6252735571812668,46.97406340057637,0.08999999999999986,603.78
3215,2025-12-24,20:00:00,395.0,7.83,189.0,7.95,1.74,0.6385696040868454,2025-12-24 20:00:00,0.6385696040868454,0.6252735571812668,0.6252735571812668,52.151898734177216,0.1200000000000001,687.3
3216,2025-12-24,21:00:00,402.0,7.88,182.0,7.98,1.74,0.6385696040868454,2025-12-24 21:00:00,0.6385696040868454,0.6385696040868454,0.6252735571812668,54.72636815920397,0.10000000000000053,699.48
3217,2025-12-24,22:00:00,467.0,7.96,180.0,7.92,1.74,0.6385696040868454,2025-12-24 22:00:00,0.6385696040868454,0.6385696040868454,0.6385696040868454,61.45610278372591,-0.040000000000000036,812.58
3218,2025-12-24,23:00:00,537.0,7.92,183.0,7.98,1.703,1.6311085013375088,2025-12-24 23:00:00,0.6385696040868454,0.6385696040868454,0.6385696040868454,65.92178770949721,0.0600000000000005,914.5110000000001
