Unnamed: 0,No,Date,Time,Inlet TSS (mg/L),Inlet pH,Outlet TSS (mg/L),Outlet pH,Inlet Disch (m3/s),Dosis Alum (ppm),Dosis Lime (ppm),Dosis CL-80 (ppm)
,1,2025-06-01,06:30:00,936.0,7.98,225.0,7.94,2.33,0.0,0.0,0.0
,2,2025-06-01,07:00:00,940.0,7.95,227.0,7.91,2.33,0.0,0.0,4.172627563185503
,3,2025-06-01,08:00:00,937.0,7.92,221.0,7.67,2.29,0.0,0.0,4.245511887433285
,4,2025-06-01,09:00:00,921.0,7.96,209.0,7.69,2.29,0.0,0.0,3.6390101892285296
,5,2025-06-01,10:00:00,873.0,7.93,192.0,7.71,2.29,0.0,0.0,3.6390101892285296
,6,2025-06-01,11:00:00,858.0,7.9,173.0,7.78,2.33,0.0,0.0,2.384358607534573
,7,2025-06-01,12:00:00,797.0,7.79,160.0,7.86,2.37,0.0,0.0,2.344116268166901
,8,2025-06-01,13:00:00,765.0,7.83,145.0,7.95,2.42,0.0,0.0,2.2956841138659323
,9,2025-06-01,14:00:00,747.0,7.88,129.0,7.91,2.42,0.0,0.0,2.2956841138659323
,10,2025-06-01,15:00:00,728.0,7.81,117.0,7.85,2.46,0.0,0.0,2.2583559168925023
,11,2025-06-01,16:00:00,725.0,7.79,110.0,7.88,2.46,0.0,0.0,2.2583559168925023
,12,2025-06-01,17:00:00,759.0,7.8,99.0,7.73,2.46,0.0,0.0,2.2583559168925023
,13,2025-06-01,18:00:00,774.0,7.88,95.0,7.71,2.46,0.0,0.0,2.2583559168925023
,14,2025-06-01,19:00:00,734.0,7.34,107.0,7.63,2.37,0.0,0.0,2.344116268166901
,15,2025-06-01,20:00:00,741.0,7.3,103.0,7.68,2.37,0.0,0.0,2.344116268166901
,16,2025-06-01,21:00:00,738.0,7.33,105.0,7.65,2.37,0.0,0.0,2.344116268166901
,17,2025-06-01,22:00:00,724.0,7.38,89.0,7.67,2.33,0.0,0.0,2.384358607534573
,18,2025-06-01,23:00:00,712.0,7.42,73.0,7.62,2.33,0.0,0.0,2.384358607534573
,19,2025-06-01,00:00:00,703.0,7.49,66.0,7.64,2.29,0.0,0.0,2.4260067928190194
,20,2025-06-01,01:00:00,697.0,7.52,65.0,7.61,2.29,0.0,0.0,2.4260067928190194
,21,2025-06-01,02:00:00,705.0,7.55,68.0,7.6,2.29,0.0,0.0,2.4260067928190194
,22,2025-06-01,03:00:00,692.0,7.58,62.0,7.57,2.29,0.0,0.0,2.4260067928190194
,23,2025-06-01,04:00:00,690.0,7.6,64.0,7.61,2.29,0.0,0.0,2.4260067928190194
,24,2025-06-01,05:00:00,681.0,7.63,63.0,7.59,2.29,0.0,0.0,2.4260067928190194
,25,2025-06-01,06:00:00,683.0,7.65,60.0,7.55,2.29,0.0,0.0,2.4260067928190194
,26,2025-06-02,06:30:00,655.0,7.64,60.0,7.82,2.29,0.0,0.0,0.0
,27,2025-06-02,07:00:00,712.0,7.77,78.0,7.88,2.29,0.0,0.0,2.4260067928190194
,28,2025-06-02,08:00:00,618.0,7.68,75.0,7.68,2.29,0.0,0.0,2.4260067928190194
,29,2025-06-02,09:00:00,621.0,7.7,80.0,7.54,2.29,0.0,0.0,2.4260067928190194
,30,2025-06-02,10:00:00,614.0,7.73,79.0,7.59,2.29,0.0,0.0,1.8195050946142648
,31,2025-06-02,11:00:00,606.0,7.69,64.0,7.61,2.29,0.0,0.0,1.8195050946142648
,32,2025-06-02,12:00:00,502.0,7.86,42.0,7.84,2.29,0.0,0.0,1.455604075691412
,33,2025-06-02,13:00:00,498.0,7.8,58.0,7.57,2.29,0.0,0.0,1.2130033964095097
,34,2025-06-02,14:00:00,474.0,7.89,67.0,7.71,2.25,0.0,0.0,1.2345679012345678
,35,2025-06-02,15:00:00,481.0,7.79,88.0,7.87,2.25,0.0,0.0,1.2345679012345678
,36,2025-06-02,16:00:00,469.0,7.94,90.0,7.97,2.25,0.0,0.0,1.2345679012345678
,37,2025-06-02,17:00:00,476.0,7.96,96.0,7.99,2.25,0.0,0.0,1.2345679012345678
,38,2025-06-02,18:00:00,484.0,7.98,88.0,7.94,2.25,0.0,0.0,1.2345679012345678
,39,2025-06-02,19:00:00,480.0,8.27,95.0,7.95,2.21,0.0,0.0,1.256913021618904
,40,2025-06-02,20:00:00,450.0,8.24,93.0,7.91,2.21,0.0,0.0,1.256913021618904
,41,2025-06-02,21:00:00,459.0,8.19,97.0,7.96,2.21,0.0,0.0,1.256913021618904
,42,2025-06-02,22:00:00,451.0,8.11,92.0,7.99,2.21,0.0,0.0,1.256913021618904
,43,2025-06-02,23:00:00,466.0,8,88.0,8.05,2.21,0.0,0.0,1.256913021618904
,44,2025-06-02,00:00:00,443.0,8.06,80.0,8.01,2.21,0.0,0.0,1.256913021618904
,45,2025-06-02,01:00:00,450.0,8.1,86.0,8.04,2.21,0.0,0.0,1.256913021618904
,46,2025-06-02,02:00:00,456.0,8.17,83.0,8.07,2.21,0.0,0.0,1.256913021618904
,47,2025-06-02,03:00:00,442.0,8.11,81.0,8.09,2.21,0.0,0.0,1.256913021618904
,48,2025-06-02,04:00:00,438.0,8.06,87.0,8.02,2.13,0.0,0.0,1.3041210224308817
,49,2025-06-02,05:00:00,433.0,8.04,89.0,8.05,2.17,0.0,0.0,1.2800819252432156
,50,2025-06-02,06:00:00,436.0,8.08,93.0,8.07,2.17,0.0,0.0,1.2800819252432156
,51,2025-06-03,06:30:00,439.0,7.73,94.0,7.87,2.17,0.0,0.0,0.0
,52,2025-06-03,07:00:00,430.0,7.8,98.0,7.9,2.17,0.0,0.0,1.2800819252432156
,53,2025-06-03,08:00:00,425.0,7.75,126.0,7.56,2.17,0.0,0.0,1.2800819252432156
,54,2025-06-03,09:00:00,427.0,7.78,120.0,7.6,2.17,0.0,0.0,1.2800819252432156
,55,2025-06-03,10:00:00,426.0,7.86,117.0,7.64,2.17,0.0,0.0,1.0240655401945724
,56,2025-06-03,11:00:00,418.0,7.9,102.0,7.7,2.17,0.0,0.0,1.0240655401945724
,57,2025-06-03,12:00:00,420.0,7.85,73.0,7.87,2.17,0.0,0.0,1.0240655401945724
,58,2025-06-03,13:00:00,436.0,7.81,84.0,7.84,2.17,0.0,0.0,1.0240655401945724
,59,2025-06-03,14:00:00,418.0,7.79,91.0,7.74,2.17,0.0,0.0,1.0240655401945724
,60,2025-06-03,15:00:00,411.0,7.73,94.0,7.66,2.13,0.0,0.0,1.0432968179447053
,61,2025-06-03,16:00:00,404.0,7.75,89.0,7.62,2.13,0.0,0.0,1.0432968179447053
,62,2025-06-03,17:00:00,397.0,7.7,83.0,7.57,2.13,0.0,0.0,1.0432968179447053
,63,2025-06-03,18:00:00,395.0,7.71,85.0,7.6,2.13,0.0,0.0,1.0432968179447053
,64,2025-06-03,19:00:00,327.0,8.15,72.0,7.54,2.09,0.0,0.0,1.063264221158958
,65,2025-06-03,20:00:00,332.0,8.11,78.0,7.61,2.09,0.0,0.0,1.063264221158958
,66,2025-06-03,21:00:00,381.0,7.99,83.0,7.72,2.09,0.0,0.0,1.063264221158958
,67,2025-06-03,22:00:00,377.0,8.08,97.0,7.98,2.09,0.0,0.0,1.063264221158958
,68,2025-06-03,23:00:00,369.0,8.1,119.0,7.93,2.09,0.0,0.0,1.063264221158958
,69,2025-06-03,00:00:00,366.0,8.12,124.0,7.91,2.09,0.0,0.0,1.063264221158958
,70,2025-06-03,01:00:00,375.0,8.15,120.0,8.02,2.09,0.0,0.0,1.063264221158958
,71,2025-06-03,02:00:00,368.0,8.13,121.0,7.98,2.09,0.0,0.0,1.063264221158958
,72,2025-06-03,03:00:00,366.0,8.17,127.0,7.92,2.05,0.0,0.0,1.0840108401084012
,73,2025-06-03,04:00:00,362.0,8.14,124.0,8.0,2.05,0.0,0.0,1.0840108401084012
,74,2025-06-03,05:00:00,371.0,8.12,126.0,7.97,2.05,0.0,0.0,1.0840108401084012
,75,2025-06-03,06:00:00,379.0,8.16,130.0,7.95,2.05,0.0,0.0,1.0840108401084012
,76,2025-06-04,06:30:00,377.0,7.86,85.0,7.94,2.09,0.0,0.0,0.0
,77,2025-06-04,07:00:00,374.0,7.9,97.0,7.91,2.09,0.0,0.0,1.063264221158958
,78,2025-06-04,08:00:00,348.0,7.38,98.0,7.57,2.09,0.0,0.0,1.063264221158958
,79,2025-06-04,09:00:00,352.0,8.14,112.0,7.89,2.09,0.0,0.0,1.063264221158958
,80,2025-06-04,10:00:00,343.0,8.1,118.0,7.91,2.09,0.0,0.0,1.063264221158958
,81,2025-06-04,11:00:00,328.0,8.18,107.0,7.9,2.05,0.0,0.0,0.8130081300813009
,82,2025-06-04,12:00:00,316.0,8.21,97.0,7.87,2.05,0.0,0.0,0.8130081300813009
,83,2025-06-04,13:00:00,313.0,8.29,90.0,7.84,2.05,0.0,0.0,0.8130081300813009
,84,2025-06-04,14:00:00,318.0,8.27,87.0,7.99,2.05,0.0,0.0,0.8130081300813009
,85,2025-06-04,15:00:00,320.0,8.11,92.0,8.0,2.05,0.0,0.0,0.8130081300813009
,86,2025-06-04,16:00:00,328.0,7.98,90.0,7.96,2.05,0.0,0.0,0.8130081300813009
,87,2025-06-04,17:00:00,326.0,7.9,89.0,7.74,2.05,0.0,0.0,0.8130081300813009
,88,2025-06-04,18:00:00,322.0,7.92,87.0,7.88,2.05,0.0,0.0,0.8130081300813009
,89,2025-06-04,19:00:00,317.0,8.23,133.0,8.26,2.01,0.0,0.0,0.8291873963515755
,90,2025-06-04,20:00:00,314.0,8.17,130.0,8.29,2.01,0.0,0.0,0.8291873963515755
,91,2025-06-04,21:00:00,310.0,8.11,127.0,8.25,2.01,0.0,0.0,0.8291873963515755
,92,2025-06-04,22:00:00,315.0,8.09,124.0,8.23,2.01,0.0,0.0,0.8291873963515755
,93,2025-06-04,23:00:00,309.0,8.14,120.0,8.18,2.01,0.0,0.0,0.8291873963515755
,94,2025-06-04,00:00:00,315.0,8.25,115.0,8.2,2.01,0.0,0.0,0.8291873963515755
,95,2025-06-04,01:00:00,307.0,8.2,111.0,8.09,2.01,0.0,0.0,0.8291873963515755
,96,2025-06-04,02:00:00,304.0,8.16,106.0,8.11,2.01,0.0,0.0,0.8291873963515755
,97,2025-06-04,03:00:00,326.0,8.23,109.0,8.06,2.01,0.0,0.0,0.8291873963515755
,98,2025-06-04,04:00:00,322.0,8.26,112.0,8.15,2.01,0.0,0.0,0.8291873963515755
,99,2025-06-04,05:00:00,318.0,8.22,108.0,8.12,2.01,0.0,0.0,0.8291873963515755
,100,2025-06-04,06:00:00,320.0,8.28,97.0,8.14,2.01,0.0,0.0,0.8291873963515755
,101,2025-06-05,06:30:00,303.0,7.29,129.0,7.81,1.97,0.0,0.0,0.0
,102,2025-06-05,07:00:00,310.0,7.35,118.0,7.78,1.97,0.0,0.0,0.8460236886632826
,103,2025-06-05,08:00:00,293.0,7.39,110.0,7.78,1.97,0.0,0.0,0.8460236886632826
,104,2025-06-05,09:00:00,303.0,7.37,107.0,7.8,1.97,0.0,0.0,0.8460236886632826
,105,2025-06-05,10:00:00,309.0,7.37,112.0,7.79,1.97,0.0,0.0,0.8460236886632826
,106,2025-06-05,11:00:00,286.0,7.38,116.0,7.07,1.93,0.0,0.0,0.8635578583765112
,107,2025-06-05,12:00:00,281.0,7.6,98.0,7.94,1.93,0.0,0.0,0.8635578583765112
,108,2025-06-05,13:00:00,277.0,7.56,103.0,8.02,1.93,0.0,0.0,0.8635578583765112
,109,2025-06-05,14:00:00,282.0,7.62,96.0,7.98,1.93,0.0,0.0,0.8635578583765112
,110,2025-06-05,15:00:00,279.0,7.68,100.0,8.06,1.93,0.0,0.0,0.8635578583765112
,111,2025-06-05,16:00:00,272.0,7.7,103.0,8.09,1.97,0.0,0.0,0.8460236886632826
,112,2025-06-05,17:00:00,276.0,7.76,109.0,8.13,2.01,0.0,0.0,0.8291873963515755
,113,2025-06-05,18:00:00,271.0,7.73,107.0,8.08,2.05,0.0,0.0,0.8130081300813009
,114,2025-06-05,19:00:00,286.0,7.74,110.0,8.01,2.05,0.0,0.0,0.8130081300813009
,115,2025-06-05,20:00:00,282.0,7.81,104.0,8.04,2.01,0.0,0.0,0.8291873963515755
,116,2025-06-05,21:00:00,298.0,8.08,111.0,8.06,2.01,0.0,0.0,0.552791597567717
,117,2025-06-05,22:00:00,310.0,8.06,101.0,8.11,1.97,0.0,0.0,0.5640157924421884
,118,2025-06-05,23:00:00,308.0,8.22,88.0,8.15,1.97,0.0,0.0,0.5640157924421884
,119,2025-06-05,00:00:00,322.0,8.18,96.0,8.17,1.93,0.0,0.0,0.5757052389176742
,120,2025-06-05,01:00:00,319.0,8.24,85.0,8.09,1.93,0.0,0.0,0.5757052389176742
,121,2025-06-05,02:00:00,323.0,8.21,88.0,8.13,1.93,0.0,0.0,0.5757052389176742
,122,2025-06-05,03:00:00,318.0,8.17,90.0,8.15,1.93,0.0,0.0,0.5757052389176742
,123,2025-06-05,04:00:00,315.0,8.14,95.0,8.18,1.93,0.0,0.0,0.5757052389176742
,124,2025-06-05,05:00:00,310.0,8.1,97.0,8.21,1.89,0.0,0.0,0.5878894767783658
,125,2025-06-05,06:00:00,313.0,8.15,99.0,8.23,1.89,0.0,0.0,0.5878894767783658
,126,2025-06-06,06:30:00,287.0,8.25,96.0,8.23,1.89,0.0,0.0,0.0
,127,2025-06-06,07:00:00,293.0,8.2,103.0,8.2,1.89,0.0,0.0,0.5878894767783658
,128,2025-06-06,08:00:00,290.0,8.18,99.0,8.26,1.89,0.0,0.0,0.5878894767783658
,129,2025-06-06,09:00:00,285.0,8.22,100.0,8.17,1.89,0.0,0.0,0.5878894767783658
,130,2025-06-06,10:00:00,298.0,8.19,102.0,8.21,1.89,0.0,0.0,0.5878894767783658
,131,2025-06-06,11:00:00,282.0,8.1,98.0,8.17,1.85,0.0,0.0,0.6006006006006005
,132,2025-06-06,12:00:00,279.0,8.05,100.0,8.21,1.85,0.0,0.0,0.6006006006006005
,133,2025-06-06,13:00:00,286.0,8.06,98.0,8.16,1.81,0.0,0.0,0.6138735420503376
,134,2025-06-06,14:00:00,277.0,8.08,96.0,7.94,1.78,0.0,0.0,0.6242197253433209
,135,2025-06-06,15:00:00,266.0,8.06,102.0,8.12,1.74,0.0,0.0,0.6385696040868454
,136,2025-06-06,16:00:00,243.0,8.04,100.0,8.08,1.7,0.0,0.0,0.0
,137,2025-06-06,17:00:00,234.0,8.01,98.0,8.02,1.67,0.0,0.0,0.0
,138,2025-06-06,18:00:00,229.0,8,99.0,8.05,1.67,0.0,0.0,0.0
,139,2025-06-06,19:00:00,228.0,8.28,91.0,8.32,1.63,0.0,0.0,0.0
,140,2025-06-06,20:00:00,224.0,8.15,89.0,8.28,1.63,0.0,0.0,0.0
,141,2025-06-06,21:00:00,236.0,8.22,86.0,8.18,1.63,0.0,0.0,0.0
,142,2025-06-06,22:00:00,230.0,8.18,84.0,8.11,1.6,0.0,0.0,0.0
,143,2025-06-06,23:00:00,222.0,8.26,101.0,8.08,1.6,0.0,0.0,0.0
,144,2025-06-06,00:00:00,228.0,8.27,96.0,8.07,1.56,0.0,0.0,0.0
,145,2025-06-06,01:00:00,231.0,8.24,91.0,8.01,1.56,0.0,0.0,0.0
,146,2025-06-06,02:00:00,237.0,8.27,94.0,7.96,1.52,0.0,0.0,0.0
,147,2025-06-06,03:00:00,242.0,8.25,102.0,7.94,1.52,0.0,0.0,0.0
,148,2025-06-06,04:00:00,248.0,8.2,100.0,7.85,1.49,0.0,0.0,0.0
,149,2025-06-06,05:00:00,245.0,8.16,98.0,7.8,1.49,0.0,0.0,0.0
,150,2025-06-06,06:00:00,240.0,8.12,96.0,7.93,1.46,0.0,0.0,0.0
,151,2025-06-07,06:30:00,243.0,8.12,86.0,8.24,1.42,0.0,0.0,0.0
,152,2025-06-07,07:00:00,236.0,8.16,80.0,8.2,1.42,0.0,0.0,0.0
,153,2025-06-07,08:00:00,238.0,8.11,88.0,7.92,1.39,0.0,0.0,0.0
,154,2025-06-07,09:00:00,244.0,8.15,83.0,8.18,1.35,0.0,0.0,0.0
,155,2025-06-07,10:00:00,247.0,8.18,85.0,8.16,1.29,0.0,0.0,0.0
,156,2025-06-07,11:00:00,233.0,8.2,89.0,8.1,1.19,0.0,0.0,0.0
,157,2025-06-07,12:00:00,229.0,8.25,94.0,8.33,1.07,0.0,0.0,0.0
,158,2025-06-07,13:00:00,220.0,8.22,103.0,8.27,1.07,0.0,0.0,0.0
,159,2025-06-07,14:00:00,214.0,8.24,100.0,8.31,1.07,0.0,0.0,0.0
,160,2025-06-07,15:00:00,203.0,8.18,96.0,8.36,1.07,0.0,0.0,0.0
,161,2025-06-07,16:00:00,199.0,8.2,94.0,8.32,1.07,0.0,0.0,0.0
,162,2025-06-07,17:00:00,191.0,8.15,99.0,8.3,1.07,0.0,0.0,0.0
,163,2025-06-07,18:00:00,187.0,8.17,101.0,8.27,1.07,0.0,0.0,0.0
,164,2025-06-07,19:00:00,212.0,8.3,100.0,8.34,1.07,0.0,0.0,0.0
,165,2025-06-07,20:00:00,207.0,8.24,97.0,8.31,1.1,0.0,0.0,0.0
,166,2025-06-07,21:00:00,210.0,8.18,94.0,8.28,1.13,0.0,0.0,0.0
,167,2025-06-07,22:00:00,208.0,8.2,101.0,8.18,1.16,0.0,0.0,0.0
,168,2025-06-07,23:00:00,215.0,8.17,92.0,8.23,1.19,0.0,0.0,0.0
,169,2025-06-07,00:00:00,226.0,7.79,88.0,8.18,1.22,0.0,0.0,0.0
,170,2025-06-07,01:00:00,224.0,7.74,83.0,7.94,1.26,0.0,0.0,0.0
,171,2025-06-07,02:00:00,227.0,7.82,85.0,7.91,1.29,0.0,0.0,0.0
,172,2025-06-07,03:00:00,231.0,7.89,89.0,7.89,1.32,0.0,0.0,0.0
,173,2025-06-07,04:00:00,233.0,7.97,94.0,7.87,1.35,0.0,0.0,0.0
,174,2025-06-07,05:00:00,238.0,8.04,92.0,7.85,1.35,0.0,0.0,0.0
,175,2025-06-07,06:00:00,236.0,8.1,97.0,7.93,1.39,0.0,0.0,0.0
,176,2025-06-08,06:30:00,269.0,8.31,114.0,7.84,1.29,0.0,0.0,0.0
,177,2025-06-08,07:00:00,267.0,8.25,110.0,7.88,1.29,0.0,0.0,0.0
,178,2025-06-08,08:00:00,258.0,8.33,116.0,7.9,1.29,0.0,0.0,0.0
,179,2025-06-08,09:00:00,251.0,8.27,112.0,7.96,1.29,0.0,0.0,0.0
,180,2025-06-08,10:00:00,255.0,8.2,109.0,7.82,1.26,0.0,0.0,0.0
,181,2025-06-08,11:00:00,224.0,8.24,118.0,7.67,1.26,0.0,0.0,0.0
,182,2025-06-08,12:00:00,218.0,8.26,106.0,7.58,1.22,0.0,0.0,0.0
,183,2025-06-08,13:00:00,221.0,8.31,112.0,7.63,1.22,0.0,0.0,0.0
,184,2025-06-08,14:00:00,214.0,8.25,107.0,7.77,1.07,0.0,0.0,0.0
,185,2025-06-08,15:00:00,200.0,8.19,113.0,7.79,1.07,0.0,0.0,0.0
,186,2025-06-08,16:00:00,276.0,8.23,128.0,7.86,2.86,0.0,0.0,0.9712509712509713
,187,2025-06-08,17:00:00,428.0,8.21,125.0,7.91,3.14,0.0,0.0,1.7692852087756545
,188,2025-06-08,18:00:00,694.0,8.19,129.0,8.26,3.53,0.0,0.0,3.147623544224111
,189,2025-06-08,19:00:00,986.0,8.05,155.0,8.22,3.48,0.0,0.0,7.183908045977011
,190,2025-06-08,20:00:00,1222.0,8,191.0,8.14,3.23,0.0,0.0,6.879944960440317
,191,2025-06-08,21:00:00,1236.0,7.97,216.0,8.16,3.14,0.0,0.0,7.077140835102618
,192,2025-06-08,22:00:00,1252.0,7.95,228.0,8.12,3.0,0.0,0.0,6.481481481481481
,193,2025-06-08,23:00:00,1226.0,7.98,239.0,8.1,2.9,0.0,0.0,6.704980842911877
,194,2025-06-08,00:00:00,1060.0,8.08,228.0,8.13,2.81,0.0,0.0,5.931198102016608
,195,2025-06-08,01:00:00,1006.0,8.05,206.0,8.08,2.77,0.0,0.0,6.016847172081828
,196,2025-06-08,02:00:00,935.0,8.09,173.0,8.1,2.77,0.0,0.0,6.016847172081828
,197,2025-06-08,03:00:00,862.0,8.1,156.0,8.05,2.72,0.0,0.0,6.127450980392156
,198,2025-06-08,04:00:00,784.0,8.12,137.0,8.17,2.68,0.0,0.0,6.218905472636815
,199,2025-06-08,05:00:00,616.0,8.18,121.0,8.06,2.63,0.0,0.0,4.224757076468103
,200,2025-06-08,06:00:00,554.0,8.14,117.0,8.04,2.54,0.0,0.0,4.374453193350831
,201,2025-06-09,06:30:00,513.0,8.22,96.0,8.23,2.5,0.0,0.0,0.0
,202,2025-06-09,07:00:00,516.0,8.19,98.0,8.25,2.5,0.0,0.0,1.6666666666666665
,203,2025-06-09,08:00:00,504.0,8.11,90.0,8.21,2.46,0.0,0.0,1.6937669376693767
,204,2025-06-09,09:00:00,498.0,8.09,87.0,8.19,2.42,0.0,0.0,1.721763085399449
,205,2025-06-09,10:00:00,488.0,8.04,96.0,8.16,2.37,0.0,0.0,1.7580872011251758
,206,2025-06-09,11:00:00,476.0,8,91.0,8.1,2.33,0.0,0.0,1.7882689556509297
,207,2025-06-09,12:00:00,430.0,7.99,84.0,8.11,2.29,0.0,0.0,1.8195050946142648
,208,2025-06-09,13:00:00,418.0,7.94,80.0,7.67,2.21,0.0,0.0,1.885369532428356
,209,2025-06-09,14:00:00,404.0,8.03,76.0,7.91,2.09,0.0,0.0,1.9936204146730463
,210,2025-06-09,15:00:00,400.0,8,79.0,7.94,2.01,0.0,0.0,1.3819789939192926
,211,2025-06-09,16:00:00,394.0,7.86,51.0,8.06,1.97,0.0,0.0,1.410039481105471
,212,2025-06-09,17:00:00,390.0,7.91,49.0,7.97,1.93,0.0,0.0,1.4392630972941853
,213,2025-06-09,18:00:00,401.0,8.22,50.0,8.12,1.93,0.0,0.0,1.4392630972941853
,214,2025-06-09,19:00:00,389.0,8.12,75.0,8.21,1.89,0.0,0.0,1.4697236919459142
,215,2025-06-09,20:00:00,372.0,8.08,70.0,8.18,1.89,0.0,0.0,1.4697236919459142
,216,2025-06-09,21:00:00,368.0,8.14,66.0,8.16,1.89,0.0,0.0,1.4697236919459142
,217,2025-06-09,22:00:00,362.0,8.13,63.0,8.12,1.89,0.0,0.0,1.4697236919459142
,218,2025-06-09,23:00:00,367.0,8.15,66.0,8.15,1.89,0.0,0.0,1.4697236919459142
,219,2025-06-09,00:00:00,369.0,8.14,68.0,8.14,1.85,0.0,0.0,1.3513513513513513
,220,2025-06-09,01:00:00,357.0,8.08,63.0,8.12,1.85,0.0,0.0,1.3513513513513513
,221,2025-06-09,02:00:00,342.0,8.12,61.0,8.08,1.85,0.0,0.0,1.3513513513513513
,222,2025-06-09,03:00:00,338.0,8.1,69.0,8.11,1.85,0.0,0.0,1.3513513513513513
,223,2025-06-09,04:00:00,327.0,8.09,66.0,8.09,1.81,0.0,0.0,1.3812154696132597
,224,2025-06-09,05:00:00,313.0,8.11,64.0,8.06,1.81,0.0,0.0,1.3812154696132597
,225,2025-06-09,06:00:00,308.0,8.16,67.0,8.12,1.81,0.0,0.0,1.3812154696132597
,226,2025-06-10,06:30:00,,,,,,,,
,227,2025-06-10,07:00:00,,,,,,,,
,228,2025-06-10,08:00:00,,,,,,,,
,229,2025-06-10,09:00:00,,,,,,,,
,230,2025-06-10,10:00:00,,,,,,,,
,231,2025-06-10,11:00:00,,,,,,,,
,232,2025-06-10,12:00:00,,,,,,,,
,233,2025-06-10,13:00:00,,,,,,,,
,234,2025-06-10,14:00:00,,,,,,,,
,235,2025-06-10,15:00:00,,,,,,,,
,236,2025-06-10,16:00:00,,,,,,,,
,237,2025-06-10,17:00:00,,,,,,,,
,238,2025-06-10,18:00:00,,,,,,,,
,239,2025-06-10,19:00:00,,,,,,,,
,240,2025-06-10,20:00:00,,,,,,,,
,241,2025-06-10,21:00:00,,,,,,,,
,242,2025-06-10,22:00:00,,,,,,,,
,243,2025-06-10,23:00:00,,,,,,,,
,244,2025-06-10,00:00:00,427.0,8.17,93.0,8.02,1.89,0.0,0.0,1.4697236919459142
,245,2025-06-10,01:00:00,637.0,8.14,91.0,7.93,1.97,0.0,0.0,2.1150592216582065
,246,2025-06-10,02:00:00,625.0,8.1,96.0,7.97,1.97,0.0,0.0,2.1150592216582065
,247,2025-06-10,03:00:00,658.0,8.16,93.0,8.08,1.97,0.0,0.0,2.1150592216582065
,248,2025-06-10,04:00:00,673.0,8.08,94.0,8.12,2.01,0.0,0.0,2.0729684908789388
,249,2025-06-10,05:00:00,687.0,8.03,97.0,8.16,2.01,0.0,0.0,2.0729684908789388
,250,2025-06-10,06:00:00,680.0,8.05,92.0,8.1,2.01,0.0,0.0,2.0729684908789388
,251,2025-06-11,06:30:00,669.0,8,89.0,8.09,2.01,0.0,0.0,0.0
,252,2025-06-11,07:00:00,674.0,8.02,112.0,8.12,2.01,0.0,0.0,2.0729684908789388
,253,2025-06-11,08:00:00,681.0,8.05,102.0,7.92,2.01,0.0,0.0,2.0729684908789388
,254,2025-06-11,09:00:00,598.0,8.01,112.0,8.08,2.01,0.0,0.0,2.0729684908789388
,255,2025-06-11,10:00:00,538.0,8.08,88.0,7.97,2.01,0.0,0.0,1.3819789939192926
,256,2025-06-11,11:00:00,556.0,8.04,76.0,7.94,2.01,0.0,0.0,1.3819789939192926
,257,2025-06-11,12:00:00,544.0,8.11,57.0,7.89,2.01,0.0,0.0,1.3819789939192926
,258,2025-06-11,13:00:00,513.0,8.12,73.0,7.88,2.01,0.0,0.0,1.3819789939192926
,259,2025-06-11,14:00:00,526.0,8.16,87.0,7.93,2.01,0.0,0.0,1.3819789939192926
,260,2025-06-11,15:00:00,448.0,8.1,96.0,7.97,2.01,0.0,0.0,1.3819789939192926
,261,2025-06-11,16:00:00,363.0,8.03,108.0,8.01,1.97,0.0,0.0,1.2690355329949239
,262,2025-06-11,17:00:00,302.0,7.95,111.0,8.03,1.97,0.0,0.0,1.2690355329949239
,263,2025-06-11,18:00:00,310.0,8.01,116.0,8.05,1.97,0.0,0.0,1.2690355329949239
,264,2025-06-11,19:00:00,521.0,7.84,122.0,8.19,1.93,0.0,0.0,2.0149683362118593
,265,2025-06-11,20:00:00,524.0,7.98,126.0,8.14,1.93,0.0,0.0,2.0149683362118593
,266,2025-06-11,21:00:00,520.0,8.14,134.0,7.93,1.93,0.0,0.0,2.0149683362118593
,267,2025-06-11,22:00:00,518.0,8.12,131.0,7.9,1.89,0.0,0.0,2.05761316872428
,268,2025-06-11,23:00:00,511.0,8.17,128.0,7.85,1.89,0.0,0.0,2.05761316872428
,269,2025-06-11,00:00:00,480.0,8.14,126.0,7.71,1.85,0.0,0.0,1.3513513513513513
,270,2025-06-11,01:00:00,477.0,8.11,123.0,7.76,1.85,0.0,0.0,1.3513513513513513
,271,2025-06-11,02:00:00,473.0,8.15,119.0,7.7,1.85,0.0,0.0,1.3513513513513513
,272,2025-06-11,03:00:00,479.0,8.17,121.0,7.76,1.81,0.0,0.0,1.3812154696132597
,273,2025-06-11,04:00:00,482.0,8.12,126.0,7.83,1.81,0.0,0.0,1.3812154696132597
,274,2025-06-11,05:00:00,478.0,8.11,122.0,7.91,1.81,0.0,0.0,1.3812154696132597
,275,2025-06-11,06:00:00,476.0,8.15,129.0,7.83,1.81,0.0,0.0,1.3812154696132597
,276,2025-06-12,06:30:00,420.0,7.85,105.0,8.04,1.78,0.0,0.0,0.0
,277,2025-06-12,07:00:00,423.0,7.96,112.0,8.08,1.78,0.0,0.0,1.404494382022472
,278,2025-06-12,08:00:00,367.0,7.88,115.0,7.98,1.78,0.0,0.0,1.404494382022472
